sample_index,sensor_id,temperature_celsius,frequency_hz
803,S01,41.06,108223.77141981505
804,S01,41.08,108239.99465455845
805,S01,41.1,108252.31315902613
806,S01,41.120000000000005,108248.85113717115
807,S01,41.14,108273.17495915151
808,S01,41.16,108266.5428196981
809,S01,41.18,108282.89867448373
810,S01,41.2,108293.2607431444
811,S01,41.22,108310.41116011968
812,S01,41.24,108312.62028398096
813,S01,41.260000000000005,108316.37778295662
814,S01,41.28,108337.90114105374
815,S01,41.3,108360.4707496768
816,S01,41.32,108369.68118985405
817,S01,41.34,108370.77559089953
818,S01,41.36,108373.37874198359
819,S01,41.379999999999995,108373.63726295983
820,S01,41.4,108389.00361860127
821,S01,41.42,108415.90550192293
822,S01,41.44,108428.06939139287
823,S01,41.46,108408.32533535162
824,S01,41.480000000000004,108436.67898835508
825,S01,41.5,108449.17990011926
826,S01,41.519999999999996,108448.67097523676
827,S01,41.54,108469.44159355825
828,S01,41.56,108490.96384608839
829,S01,41.58,108478.18003118174
830,S01,41.6,108491.22021383644
831,S01,41.620000000000005,108514.1362323838
832,S01,41.64,108508.45295477805
833,S01,41.66,108534.45964853614
834,S01,41.68,108531.42479309466
835,S01,41.7,108557.7686651509
836,S01,41.72,108566.84844120972
837,S01,41.74,108579.42525496989
838,S01,41.760000000000005,108589.37340399685
839,S01,41.78,108591.07671804176
840,S01,41.8,108598.6327427747
841,S01,41.82,108602.10878818929
842,S01,41.84,108632.53264108607
843,S01,41.86,108620.87909115182
844,S01,41.879999999999995,108648.6366690813
845,S01,41.9,108647.8675656351
846,S01,41.92,108658.97324213703
847,S01,41.94,108686.03584892163
848,S01,41.96,108685.5938049048
849,S01,41.980000000000004,108678.67054224547
850,S01,42.0,108708.05107322363
851,S01,42.019999999999996,108716.02904685179
852,S01,42.04,108713.35474480747
853,S01,42.06,108722.60837645711
854,S01,42.08,108759.33266493738
855,S01,42.1,108756.10098083361
856,S01,42.120000000000005,108763.22227472592
857,S01,42.14,108778.26343866126
858,S01,42.16,108776.20069938895
859,S01,42.18,108785.17903889802
860,S01,42.2,108795.96673876242
861,S01,42.22,108822.02183681879
862,S01,42.24,108830.01204859608
863,S01,42.260000000000005,108836.8355213597
864,S01,42.28,108850.38136457409
865,S01,42.3,108852.32677554185
866,S01,42.32,108865.78549271787
867,S01,42.34,108882.37167248137
868,S01,42.36,108879.29748730398
869,S01,42.379999999999995,108897.66439604196
870,S01,42.400000000000006,108911.20459023742
871,S01,42.42,108915.44524559322
872,S01,42.44,108944.62931718263
873,S01,42.46,108948.34084364951
874,S01,42.480000000000004,108946.53892271809
875,S01,42.5,108957.0580030187
876,S01,42.519999999999996,108975.1513626192
877,S01,42.54,108979.28003475789
878,S01,42.56,108985.8929199675
879,S01,42.58,109003.55550589343
880,S01,42.6,109012.27862762348
881,S01,42.620000000000005,109023.65414345838
882,S01,42.64,109038.58876717885
883,S01,42.66,109026.82660644162
884,S01,42.68,109051.21442449311
885,S01,42.7,109059.30098101097
886,S01,42.72,109066.87685466273
887,S01,42.74,109086.63271673182
888,S01,42.760000000000005,109084.50176796931
889,S01,42.78,109098.50459434788
890,S01,42.8,109109.31937498304
891,S01,42.82,109127.73441218318
892,S01,42.84,109138.20122525468
893,S01,42.86,109141.03061510435
894,S01,42.879999999999995,109148.79204710528
895,S01,42.900000000000006,109172.00753759821
896,S01,42.92,109176.99226311164
897,S01,42.94,109196.78297776564
898,S01,42.96,109174.26488892669
899,S01,42.980000000000004,109195.51033996166
900,S01,43.0,109210.92017423664
901,S01,43.019999999999996,109248.56474368335
902,S01,43.04,109234.10150973879
903,S01,43.06,109242.4629263907
904,S01,43.08,109246.9317440187
905,S01,43.1,109263.41569247098
906,S01,43.120000000000005,109278.47044620058
907,S01,43.14,109286.25974639085
908,S01,43.16,109291.67889878781
909,S01,43.18,109303.46426710748
910,S01,43.2,109324.9290031043
911,S01,43.22,109326.03418820076
912,S01,43.24,109343.29983431201
913,S01,43.260000000000005,109339.81202597551
914,S01,43.28,109353.65102951438
915,S01,43.3,109379.82596937373
916,S01,43.32,109372.22507310737
917,S01,43.34,109382.90459887388
918,S01,43.36,109399.30323233675
919,S01,43.379999999999995,109400.13272489904
920,S01,43.400000000000006,109427.84616954776
921,S01,43.42,109422.59059326623
922,S01,43.44,109451.86991230964
923,S01,43.46,109446.05667763512
924,S01,43.480000000000004,109459.75387685471
925,S01,43.5,109481.15662493111
926,S01,43.519999999999996,109471.95621030845
927,S01,43.54,109487.36834176362
928,S01,43.56,109509.4814233349
929,S01,43.58,109517.66512121657
930,S01,43.6,109524.23671645562
931,S01,43.620000000000005,109529.58381953921
932,S01,43.64,109551.51534580946
933,S01,43.66,109562.38888399309
934,S01,43.68,109574.96043589363
935,S01,43.7,109573.76167672641
936,S01,43.72,109598.65504234264
937,S01,43.74,109588.20013217976
938,S01,43.760000000000005,109605.58182018323
939,S01,43.78,109631.39004500762
940,S01,43.8,109612.3103224182
941,S01,43.82,109638.60552600522
942,S01,43.84,109647.03813698122
943,S01,43.86,109650.16132888228
944,S01,43.879999999999995,109683.06336735413
945,S01,43.900000000000006,109691.51090881362
946,S01,43.92,109701.36903699115
947,S01,43.94,109714.52352145482
948,S01,43.96,109716.82908023537
949,S01,43.980000000000004,109708.98876943081
950,S01,44.0,109749.87054195176
951,S01,44.019999999999996,109736.72577944602
952,S01,44.04,109752.16287651872
953,S01,44.06,109752.64562023834
954,S01,44.08,109770.4140759015
955,S01,44.1,109779.01949342237
956,S01,44.120000000000005,109781.9755701744
957,S01,44.14,109798.78839592867
958,S01,44.16,109805.46511411399
959,S01,44.18,109810.70225251785
960,S01,44.2,109818.69217919868
961,S01,44.22,109834.21953655915
962,S01,44.24,109855.56022654561
963,S01,44.260000000000005,109860.83156270557
964,S01,44.28,109872.65817976494
965,S01,44.3,109884.5072046477
966,S01,44.32,109900.6271394196
967,S01,44.34,109896.36604968991
968,S01,44.36,109918.31123265575
969,S01,44.379999999999995,109920.80243542723
970,S01,44.400000000000006,109947.66329680933
971,S01,44.42,109949.92267521775
972,S01,44.44,109960.11134561973
973,S01,44.46,109960.97704865003
974,S01,44.480000000000004,109971.19420938559
975,S01,44.5,109987.50724947489
976,S01,44.519999999999996,110001.78635833411
977,S01,44.54,110003.3375510817
978,S01,44.56,110012.22164589557
979,S01,44.58,110026.2429995992
980,S01,44.6,110039.59605116493
981,S01,44.620000000000005,110043.74489437349
982,S01,44.64,110045.37701993284
983,S01,44.66,110070.45854410535
984,S01,44.68,110076.44263277293
985,S01,44.7,110068.20614767539
986,S01,44.72,110086.24617479742
987,S01,44.74,110114.40515597477
988,S01,44.760000000000005,110122.91142804988
989,S01,44.78,110135.31178712446
990,S01,44.8,110146.25236117464
991,S01,44.82,110154.3608523955
992,S01,44.84,110142.7027610232
993,S01,44.86,110180.17793347938
994,S01,44.879999999999995,110187.21064718542
995,S01,44.900000000000006,110191.48656841603
996,S01,44.92,110181.76527360058
997,S01,44.94,110217.22810323098
998,S01,44.96,110222.8867240739
999,S01,44.980000000000004,110227.98993403393
0,S02,25.0,99980.25942837945
1,S02,25.02,100005.63588932429
2,S02,25.04,100016.87871968717
3,S02,25.06,100038.4596145301
4,S02,25.08,100043.95334517215
5,S02,25.1,100056.4806268396
6,S02,25.12,100068.01567306682
7,S02,25.14,100065.9741084051
8,S02,25.16,100077.43304251185
9,S02,25.18,100083.86233042215
10,S02,25.2,100102.5232773286
11,S02,25.22,100113.17261647056
12,S02,25.24,100125.73508473986
13,S02,25.26,100128.78698111512
14,S02,25.28,100152.097638909
15,S02,25.3,100162.4223286514
16,S02,25.32,100177.69759259319
17,S02,25.34,100181.25590528703
18,S02,25.36,100187.28953203162
19,S02,25.38,100201.42483390667
20,S02,25.4,100211.16345643789
21,S02,25.42,100211.31092292462
22,S02,25.44,100237.08052485755
23,S02,25.46,100250.75358734118
24,S02,25.48,100263.06106756713
25,S02,25.5,100257.76724779623
26,S02,25.52,100270.31960567024
27,S02,25.54,100281.29631324802
28,S02,25.56,100288.18507761825
29,S02,25.58,100303.39975225356
30,S02,25.6,100307.7160033174
31,S02,25.62,100317.37517489387
32,S02,25.64,100343.23729947575
33,S02,25.66,100340.72316564307
34,S02,25.68,100350.18152373248
35,S02,25.7,100366.94159634011
36,S02,25.72,100371.32810582346
37,S02,25.74,100382.69842018154
38,S02,25.76,100390.09692871202
39,S02,25.78,100391.08211018662
40,S02,25.8,100410.83766839764
41,S02,25.82,100412.23036402854
42,S02,25.84,100433.24665192938
43,S02,25.86,100432.35393641827
44,S02,25.88,100459.37911517626
45,S02,25.9,100468.27932024865
46,S02,25.92,100474.7688681419
47,S02,25.94,100481.96437110234
48,S02,25.96,100496.33585236013
49,S02,25.98,100487.52545542578
50,S02,26.0,100504.71088295027
51,S02,26.02,100522.53557601896
52,S02,26.04,100536.7275175922
53,S02,26.06,100543.57027594623
54,S02,26.08,100546.40856101677
55,S02,26.1,100565.75301040082
56,S02,26.12,100571.2958387441
57,S02,26.14,100576.61666577667
58,S02,26.16,100598.04145824452
59,S02,26.18,100603.9656164729
60,S02,26.2,100625.45730752942
61,S02,26.22,100631.44969865949
62,S02,26.24,100642.24281279463
63,S02,26.26,100649.1787751119
64,S02,26.28,100650.08401830604
65,S02,26.3,100659.60042498684
66,S02,26.32,100665.55617734233
67,S02,26.34,100710.59754210437
68,S02,26.36,100689.16988381064
69,S02,26.38,100706.3667874482
70,S02,26.4,100715.40232880037
71,S02,26.42,100726.27666115244
72,S02,26.44,100734.09303807309
73,S02,26.46,100734.0586833297
74,S02,26.48,100751.25989222391
75,S02,26.5,100758.36008588204
76,S02,26.52,100778.71120539591
77,S02,26.54,100784.49184688104
78,S02,26.56,100794.7080000527
79,S02,26.58,100812.17247608904
80,S02,26.6,100816.02316149298
81,S02,26.62,100838.38219521723
82,S02,26.64,100838.07600383338
83,S02,26.66,100853.20669594964
84,S02,26.68,100851.04306837912
85,S02,26.7,100877.14042629107
86,S02,26.72,100878.8839749821
87,S02,26.74,100895.63550679019
88,S02,26.76,100905.2454834661
89,S02,26.78,100911.4578968779
90,S02,26.8,100924.82495505422
91,S02,26.82,100930.24307063624
92,S02,26.84,100954.33432012658
93,S02,26.86,100961.27975296133
94,S02,26.88,100967.90539621025
95,S02,26.9,100964.84431880343
96,S02,26.92,100975.73099687921
97,S02,26.94,100989.4545495688
98,S02,26.96,101003.04542177543
99,S02,26.98,101018.82956747577
100,S02,27.0,101018.3131393347
101,S02,27.02,101045.14203469461
102,S02,27.04,101045.99420073218
103,S02,27.06,101040.10318792624
104,S02,27.08,101062.64290521937
105,S02,27.1,101056.00395984799
106,S02,27.12,101080.91161246871
107,S02,27.14,101092.77241932822
108,S02,27.16,101102.5221610473
109,S02,27.18,101115.0434137858
110,S02,27.2,101124.7326276048
111,S02,27.22,101133.37556729505
112,S02,27.240000000000002,101160.38541742024
113,S02,27.26,101168.32466010492
114,S02,27.28,101159.71071686954
115,S02,27.3,101189.11664131196
116,S02,27.32,101176.3545022688
117,S02,27.34,101193.04854476612
118,S02,27.36,101222.00698409107
119,S02,27.38,101202.12901541918
120,S02,27.4,101234.88372742732
121,S02,27.42,101230.49748919139
122,S02,27.44,101249.61344112543
123,S02,27.46,101259.56381643824
124,S02,27.48,101284.82307581749
125,S02,27.5,101275.00061459199
126,S02,27.52,101291.1733206579
127,S02,27.54,101306.98160064853
128,S02,27.56,101310.19122219215
129,S02,27.58,101315.86890350972
130,S02,27.6,101332.21184388503
131,S02,27.62,101343.67353401073
132,S02,27.64,101360.23788559512
133,S02,27.66,101355.86102335903
134,S02,27.68,101370.05239801595
135,S02,27.7,101386.46898364005
136,S02,27.72,101392.78810262516
137,S02,27.740000000000002,101402.883200276
138,S02,27.76,101414.46941729725
139,S02,27.78,101419.27872621796
140,S02,27.8,101428.6879189108
141,S02,27.82,101448.85128355272
142,S02,27.84,101446.80464138153
143,S02,27.86,101475.12851293353
144,S02,27.88,101477.78388142942
145,S02,27.9,101476.0731133913
146,S02,27.92,101498.78965808959
147,S02,27.94,101508.10367091653
148,S02,27.96,101523.10273319413
149,S02,27.98,101536.5162386986
150,S02,28.0,101534.55408919854
151,S02,28.02,101542.0633404622
152,S02,28.04,101553.11758977275
153,S02,28.06,101560.35673469344
154,S02,28.08,101572.4739095892
155,S02,28.1,101590.96146162474
156,S02,28.12,101599.04756862641
157,S02,28.14,101605.23458606598
158,S02,28.16,101613.4993956376
159,S02,28.18,101632.42853227996
160,S02,28.2,101635.87265002208
161,S02,28.22,101641.80418818168
162,S02,28.240000000000002,101659.152043263
163,S02,28.26,101668.48949333909
164,S02,28.28,101672.28511177909
165,S02,28.3,101697.70285297395
166,S02,28.32,101708.09354156269
167,S02,28.34,101711.89259159994
168,S02,28.36,101722.85376507514
169,S02,28.38,101736.26390692183
170,S02,28.4,101742.03806234575
171,S02,28.42,101759.65578008101
172,S02,28.44,101776.01351000144
173,S02,28.46,101773.64938646407
174,S02,28.48,101786.76746951566
175,S02,28.5,101800.47305546755
176,S02,28.52,101801.02109966947
177,S02,28.54,101804.93900598632
178,S02,28.56,101831.45344864663
179,S02,28.58,101821.89532726987
180,S02,28.6,101858.99613564403
181,S02,28.62,101861.88890955092
182,S02,28.64,101866.66697147994
183,S02,28.66,101875.81420959512
184,S02,28.68,101899.65630570876
185,S02,28.7,101888.31563446966
186,S02,28.72,101896.84389444126
187,S02,28.740000000000002,101911.58035472616
188,S02,28.76,101924.51106225129
189,S02,28.78,101928.79368820069
190,S02,28.8,101948.31633071243
191,S02,28.82,101958.41300170259
192,S02,28.84,101961.05458493995
193,S02,28.86,101990.6298633434
194,S02,28.88,101976.90885060483
195,S02,28.9,101988.07165925462
196,S02,28.92,102011.53440237753
197,S02,28.94,102017.1055790499
198,S02,28.96,102032.34725696323
199,S02,28.98,102034.29367715635
200,S02,29.0,102041.21872389971
201,S02,29.02,102054.56109433381
202,S02,29.04,102064.49667966756
203,S02,29.060000000000002,102084.40541019053
204,S02,29.08,102086.60577529206
205,S02,29.1,102106.77688514379
206,S02,29.12,102115.63004489029
207,S02,29.14,102129.49021278226
208,S02,29.16,102138.61119435445
209,S02,29.18,102147.92026471552
210,S02,29.2,102158.04426587593
211,S02,29.22,102157.99190396766
212,S02,29.240000000000002,102170.27036898994
213,S02,29.259999999999998,102167.96442503697
214,S02,29.28,102195.179446619
215,S02,29.3,102197.69531481594
216,S02,29.32,102216.53780583866
217,S02,29.34,102227.7853147525
218,S02,29.36,102222.9886924871
219,S02,29.38,102235.93472719591
220,S02,29.4,102251.49067143786
221,S02,29.42,102260.3846368788
222,S02,29.44,102276.10160359694
223,S02,29.46,102275.76205199095
224,S02,29.48,102295.6228687811
225,S02,29.5,102291.97755778935
226,S02,29.52,102298.4845592479
227,S02,29.54,102331.69875124062
228,S02,29.560000000000002,102325.76293421093
229,S02,29.58,102341.96610046305
230,S02,29.6,102345.34653862905
231,S02,29.62,102355.65447580331
232,S02,29.64,102373.97458964628
233,S02,29.66,102384.1244151376
234,S02,29.68,102405.50613918336
235,S02,29.7,102411.48153821116
236,S02,29.72,102416.0364938252
237,S02,29.740000000000002,102434.42691036915
238,S02,29.759999999999998,102447.53787586791
239,S02,29.78,102452.13582597887
240,S02,29.8,102455.83491302126
241,S02,29.82,102477.4742691368
242,S02,29.84,102493.7136151327
243,S02,29.86,102495.08971667355
244,S02,29.88,102514.21085484706
245,S02,29.9,102517.69823345717
246,S02,29.92,102527.3163107889
247,S02,29.94,102522.04395024451
248,S02,29.96,102532.09704735609
249,S02,29.98,102550.84957424653
250,S02,30.0,102548.12978057262
251,S02,30.02,102566.98181161993
252,S02,30.04,102588.90414127747
253,S02,30.060000000000002,102586.8841987797
254,S02,30.08,102606.7109702731
255,S02,30.1,102601.87543495138
256,S02,30.12,102618.97631398636
257,S02,30.14,102641.35296555918
258,S02,30.16,102645.07354161894
259,S02,30.18,102655.96770234128
260,S02,30.2,102677.52323277661
261,S02,30.22,102684.49987014376
262,S02,30.240000000000002,102677.35058689828
263,S02,30.259999999999998,102705.14863105588
264,S02,30.28,102699.92348914267
265,S02,30.3,102714.9447234621
266,S02,30.32,102725.4471467996
267,S02,30.34,102744.14976409885
268,S02,30.36,102736.7713090164
269,S02,30.38,102759.6603291962
270,S02,30.4,102770.4775611605
271,S02,30.42,102783.01754830657
272,S02,30.44,102785.08235574524
273,S02,30.46,102805.03273999083
274,S02,30.48,102801.55309023622
275,S02,30.5,102826.661912098
276,S02,30.52,102830.54336346795
277,S02,30.54,102826.76477893016
278,S02,30.560000000000002,102851.46880483058
279,S02,30.58,102859.87987887407
280,S02,30.6,102865.84019136823
281,S02,30.62,102873.0354132756
282,S02,30.64,102887.24389846927
283,S02,30.66,102887.8681860183
284,S02,30.68,102923.17119783653
285,S02,30.7,102910.8592116833
286,S02,30.72,102924.8351772918
287,S02,30.740000000000002,102949.52463450833
288,S02,30.759999999999998,102955.28568888869
289,S02,30.78,102966.60740509443
290,S02,30.8,102983.21910973346
291,S02,30.82,102978.82830023846
292,S02,30.84,102983.19348273154
293,S02,30.86,103008.5595858778
294,S02,30.88,103018.41566844574
295,S02,30.9,103019.6703267531
296,S02,30.92,103022.40080273717
297,S02,30.94,103052.67864653649
298,S02,30.96,103057.61222122918
299,S02,30.98,103052.25765075038
300,S02,31.0,103079.72507265606
301,S02,31.02,103072.1976228832
302,S02,31.04,103090.10439859329
303,S02,31.060000000000002,103095.21896651834
304,S02,31.08,103109.34279754554
305,S02,31.1,103118.01895408405
306,S02,31.12,103130.01895562114
307,S02,31.14,103150.95955382023
308,S02,31.16,103157.76216986032
309,S02,31.18,103170.67529494021
310,S02,31.2,103184.62417911219
311,S02,31.22,103183.1438220872
312,S02,31.240000000000002,103197.0045995899
313,S02,31.259999999999998,103210.91066610655
314,S02,31.28,103230.49935070465
315,S02,31.3,103234.27806815092
316,S02,31.32,103248.37785136722
317,S02,31.34,103255.71715991953
318,S02,31.36,103266.26356546365
319,S02,31.38,103253.76808079651
320,S02,31.4,103285.33231567765
321,S02,31.42,103290.22884089762
322,S02,31.44,103299.19915711902
323,S02,31.46,103304.78740101734
324,S02,31.48,103315.8432494976
325,S02,31.5,103332.81488803447
326,S02,31.52,103346.44524823249
327,S02,31.54,103337.98315728438
328,S02,31.560000000000002,103361.95027268914
329,S02,31.58,103365.95994789468
330,S02,31.6,103373.07901999328
331,S02,31.62,103394.06642032608
332,S02,31.64,103398.53569946869
333,S02,31.66,103406.13314867846
334,S02,31.68,103415.49212183253
335,S02,31.7,103434.1358329131
336,S02,31.72,103442.04513592985
337,S02,31.740000000000002,103443.63231910819
338,S02,31.759999999999998,103455.87746108581
339,S02,31.78,103471.38539028671
340,S02,31.8,103486.3266246049
341,S02,31.82,103484.9277260751
342,S02,31.84,103507.4702948673
343,S02,31.86,103507.21342032697
344,S02,31.88,103545.86739891344
345,S02,31.9,103526.75741922676
346,S02,31.92,103538.20443780156
347,S02,31.94,103556.31746912269
348,S02,31.96,103557.78639438657
349,S02,31.98,103581.86649196869
350,S02,32.0,103599.8967728979
351,S02,32.02,103592.62448369099
352,S02,32.04,103607.34761045357
353,S02,32.06,103612.06336479359
354,S02,32.08,103626.445210996
355,S02,32.1,103648.13931747188
356,S02,32.12,103654.0794117055
357,S02,32.14,103649.93164265582
358,S02,32.16,103679.77267704558
359,S02,32.18,103686.94193275586
360,S02,32.2,103691.77638867372
361,S02,32.22,103692.8517027933
362,S02,32.24,103708.89110244175
363,S02,32.26,103712.24171459688
364,S02,32.28,103732.58628828124
365,S02,32.3,103736.55367333727
366,S02,32.32,103731.44574589361
367,S02,32.34,103766.97506657407
368,S02,32.36,103771.33706642533
369,S02,32.38,103788.67330667692
370,S02,32.4,103789.19600425869
371,S02,32.42,103802.03317507518
372,S02,32.44,103819.68805127975
373,S02,32.46,103824.1078186953
374,S02,32.480000000000004,103833.5494559656
375,S02,32.5,103867.20056989913
376,S02,32.52,103850.3734405973
377,S02,32.54,103863.31892812208
378,S02,32.56,103886.07767173325
379,S02,32.58,103876.00538051162
380,S02,32.6,103884.35746371197
381,S02,32.62,103891.4689157192
382,S02,32.64,103917.43474179861
383,S02,32.66,103928.41048808183
384,S02,32.68,103939.5773432963
385,S02,32.7,103933.05696148348
386,S02,32.72,103962.17231539972
387,S02,32.74,103973.94356917501
388,S02,32.76,103973.82695152659
389,S02,32.78,103985.1059738515
390,S02,32.8,104000.49020834996
391,S02,32.82,104008.262590125
392,S02,32.84,104020.7011994442
393,S02,32.86,104017.11675366014
394,S02,32.88,104034.64846303804
395,S02,32.9,104036.58565524594
396,S02,32.92,104061.57565774031
397,S02,32.94,104071.00717382207
398,S02,32.96,104076.2149221974
399,S02,32.980000000000004,104089.61983595915
400,S02,33.0,104085.03331125881
401,S02,33.019999999999996,104114.58884423894
402,S02,33.04,104114.22727356448
403,S02,33.06,104129.23785023118
404,S02,33.08,104147.36839987568
405,S02,33.1,104142.63343725765
406,S02,33.120000000000005,104168.50331026931
407,S02,33.14,104170.15804459994
408,S02,33.16,104179.63096336799
409,S02,33.18,104194.09380667076
410,S02,33.2,104189.90923746412
411,S02,33.22,104214.87829154434
412,S02,33.24,104220.8575177935
413,S02,33.26,104238.89565782469
414,S02,33.28,104239.1109858735
415,S02,33.3,104248.17890254961
416,S02,33.32,104264.28254734511
417,S02,33.34,104271.09049978366
418,S02,33.36,104272.41369272738
419,S02,33.38,104290.49378028569
420,S02,33.4,104312.4264822827
421,S02,33.42,104311.78061231693
422,S02,33.44,104315.80176243771
423,S02,33.46,104338.7329381656
424,S02,33.480000000000004,104328.41789276167
425,S02,33.5,104336.52330411885
426,S02,33.519999999999996,104363.69223975445
427,S02,33.54,104375.41284397077
428,S02,33.56,104385.96863581687
429,S02,33.58,104387.30317899432
430,S02,33.6,104403.48144516278
431,S02,33.620000000000005,104403.73557610912
432,S02,33.64,104426.9219406093
433,S02,33.66,104422.48289128722
434,S02,33.68,104444.45150019042
435,S02,33.7,104457.97807661291
436,S02,33.72,104452.07243652847
437,S02,33.74,104472.18541871978
438,S02,33.76,104492.91061209518
439,S02,33.78,104509.23718519259
440,S02,33.8,104495.05375981785
441,S02,33.82,104520.04478979131
442,S02,33.84,104517.67784712614
443,S02,33.86,104527.0433781086
444,S02,33.88,104560.81403277237
445,S02,33.9,104563.63090001066
446,S02,33.92,104562.09188774523
447,S02,33.94,104580.5176634745
448,S02,33.96,104594.14101281397
449,S02,33.980000000000004,104600.695783375
450,S02,34.0,104627.46367207346
451,S02,34.019999999999996,104624.57167525296
452,S02,34.04,104606.02158916042
453,S02,34.06,104637.88384402332
454,S02,34.08,104644.55283238071
455,S02,34.1,104659.0522679014
456,S02,34.120000000000005,104671.03316929426
457,S02,34.14,104675.9562987161
458,S02,34.16,104682.72610127588
459,S02,34.18,104712.55268605141
460,S02,34.2,104716.66417807544
461,S02,34.22,104716.75952732176
462,S02,34.24,104737.80263935133
463,S02,34.26,104748.00688665592
464,S02,34.28,104762.98390181303
465,S02,34.3,104754.64293551126
466,S02,34.32,104779.56449515869
467,S02,34.34,104778.7031353678
468,S02,34.36,104803.04579869473
469,S02,34.38,104802.50584888629
470,S02,34.4,104796.11120826274
471,S02,34.42,104824.80827391335
472,S02,34.44,104820.49214194772
473,S02,34.46,104843.26824671631
474,S02,34.480000000000004,104854.77990908222
475,S02,34.5,104862.27500199738
476,S02,34.519999999999996,104863.83008304145
477,S02,34.54,104877.03961086611
478,S02,34.56,104889.4487173292
479,S02,34.58,104904.46057323567
480,S02,34.6,104926.99344036316
481,S02,34.620000000000005,104932.59812556686
482,S02,34.64,104933.38788025593
483,S02,34.66,104957.59646376705
484,S02,34.68,104946.70094222705
485,S02,34.7,104973.36561266036
486,S02,34.72,104976.72356452224
487,S02,34.74,104990.25604044902
488,S02,34.76,105003.71313968021
489,S02,34.78,105003.40884199094
490,S02,34.8,105025.49470719496
491,S02,34.82,105029.25096223399
492,S02,34.84,105058.85983334055
493,S02,34.86,105047.37135344218
494,S02,34.88,105070.1988408161
495,S02,34.9,105075.46216553182
496,S02,34.92,105071.13243079226
497,S02,34.94,105101.65042003774
498,S02,34.96,105092.52215569484
499,S02,34.980000000000004,105093.38948076082
500,S02,35.0,105128.31196761195
501,S02,35.019999999999996,105140.27706920615
502,S02,35.04,105142.38164717235
503,S02,35.06,105150.11728762845
504,S02,35.08,105175.11489651978
505,S02,35.1,105178.38038671414
506,S02,35.120000000000005,105177.67851473404
507,S02,35.14,105199.01770596094
508,S02,35.16,105193.45910908609
509,S02,35.18,105209.17369862228
510,S02,35.2,105215.47640186624
511,S02,35.22,105216.52530308354
512,S02,35.24,105234.94710174421
513,S02,35.26,105264.3840653485
514,S02,35.28,105256.06286709296
515,S02,35.3,105270.68518588383
516,S02,35.32,105276.03765265728
517,S02,35.34,105302.49029985684
518,S02,35.36,105305.8150217092
519,S02,35.38,105319.9714044724
520,S02,35.4,105325.43994787961
521,S02,35.42,105327.15722638609
522,S02,35.44,105338.9738997591
523,S02,35.46,105363.70356964627
524,S02,35.480000000000004,105366.78618855972
525,S02,35.5,105383.68065563364
526,S02,35.519999999999996,105362.42467515978
527,S02,35.54,105406.84631200937
528,S02,35.56,105404.2537046091
529,S02,35.58,105435.82830009502
530,S02,35.6,105424.59940145818
531,S02,35.620000000000005,105439.1515930973
532,S02,35.64,105454.44846315583
533,S02,35.66,105452.39908084138
534,S02,35.68,105476.62734557157
535,S02,35.7,105474.72371485301
536,S02,35.72,105500.43826682966
537,S02,35.74,105506.71109217773
538,S02,35.76,105514.57053529687
539,S02,35.78,105515.05188869407
540,S02,35.8,105529.40087277515
541,S02,35.82,105543.72473499073
542,S02,35.84,105535.2987001995
543,S02,35.86,105557.39144775213
544,S02,35.88,105579.55003015499
545,S02,35.9,105572.13999594453
546,S02,35.92,105602.75726858433
547,S02,35.94,105597.73892061957
548,S02,35.96,105615.59150086818
549,S02,35.980000000000004,105614.0641313262
550,S02,36.0,105637.36046823929
551,S02,36.019999999999996,105647.42726637045
552,S02,36.04,105663.05643378478
553,S02,36.06,105675.03800295034
554,S02,36.08,105684.47363165747
555,S02,36.1,105686.35679399407
556,S02,36.120000000000005,105685.11612917695
557,S02,36.14,105715.7555627941
558,S02,36.16,105704.9723642374
559,S02,36.18,105722.13576348117
560,S02,36.2,105741.78231099618
561,S02,36.22,105749.67390365853
562,S02,36.24,105769.10996519285
563,S02,36.26,105766.57301471093
564,S02,36.28,105763.32489033906
565,S02,36.3,105784.88337488673
566,S02,36.32,105798.71792603916
567,S02,36.34,105804.76056990438
568,S02,36.36,105829.10507053738
569,S02,36.38,105826.06454123202
570,S02,36.4,105826.7986637243
571,S02,36.42,105852.2597578488
572,S02,36.44,105849.58396038866
573,S02,36.46,105882.60458084114
574,S02,36.480000000000004,105881.406195762
575,S02,36.5,105878.25916692665
576,S02,36.519999999999996,105908.36057673847
577,S02,36.54,105928.91941450912
578,S02,36.56,105904.17299369955
579,S02,36.58,105937.67003019562
580,S02,36.6,105944.55766276657
581,S02,36.620000000000005,105952.33088449945
582,S02,36.64,105963.91206948487
583,S02,36.66,105975.34052744259
584,S02,36.68,105976.10140344108
585,S02,36.7,106003.17336082879
586,S02,36.72,105991.32924883571
587,S02,36.74,106028.0339490861
588,S02,36.76,106034.82693985356
589,S02,36.78,106023.35636175098
590,S02,36.8,106043.04224107586
591,S02,36.82,106064.68431402101
592,S02,36.84,106059.63748665582
593,S02,36.86,106072.50617376597
594,S02,36.88,106080.82642294007
595,S02,36.9,106103.6252245879
596,S02,36.92,106099.66398009886
597,S02,36.94,106114.68683736773
598,S02,36.96,106129.32716533881
599,S02,36.980000000000004,106133.58462842765
600,S02,37.0,106138.55398991842
601,S02,37.019999999999996,106144.99305330559
602,S02,37.04,106153.81939061501
